sample_id,label,prediction,correct,data_loading_us,ps_to_pl_us,kernel_us,pl_to_ps_us,postprocess_us,total_e2e_us,config
2265,0,0,1,8.819,1146.117,1025.213,399.083,18.031,2744.326,s30_k11_mask_rawkv
2266,0,0,1,9.040,1221.403,1029.951,402.904,18.313,2830.369,s30_k11_mask_rawkv
2267,1,1,1,9.422,1165.317,1025.286,399.329,17.661,2766.800,s30_k11_mask_rawkv
2268,1,1,1,9.194,1152.578,1009.089,397.077,18.406,2731.852,s30_k11_mask_rawkv
2269,1,1,1,9.256,1144.474,1028.086,475.606,18.794,2824.554,s30_k11_mask_rawkv
2270,1,1,1,9.046,1169.582,1028.142,398.394,18.203,2773.058,s30_k11_mask_rawkv
2271,1,1,1,8.683,1153.502,1041.760,397.335,18.745,2770.578,s30_k11_mask_rawkv
2272,0,0,1,8.954,1147.544,1023.255,395.422,17.988,2740.024,s30_k11_mask_rawkv
2273,1,1,1,9.194,1190.942,1028.492,413.422,18.498,2808.308,s30_k11_mask_rawkv
2274,1,1,1,9.656,1154.584,1026.136,396.708,18.172,2751.046,s30_k11_mask_rawkv
2275,1,1,1,9.058,1147.938,1021.932,396.917,18.092,2740.147,s30_k11_mask_rawkv
2276,1,1,1,9.495,1146.370,1027.581,396.843,17.778,2743.754,s30_k11_mask_rawkv
2277,0,0,1,9.218,1456.308,1027.723,405.927,18.566,3066.314,s30_k11_mask_rawkv
2278,1,1,1,9.286,1166.499,1011.840,397.686,18.314,2752.504,s30_k11_mask_rawkv
2279,1,1,1,9.298,1150.000,1026.972,394.123,18.966,2746.209,s30_k11_mask_rawkv
2280,1,1,1,9.280,1147.662,1027.895,415.108,18.486,2767.514,s30_k11_mask_rawkv
2281,1,1,1,9.200,1161.213,1024.222,395.976,18.750,2757.409,s30_k11_mask_rawkv
2282,1,1,1,9.163,1148.892,1024.948,392.707,18.326,2738.160,s30_k11_mask_rawkv
2283,1,1,1,8.954,1148.720,1026.917,392.708,17.815,2741.126,s30_k11_mask_rawkv
2284,1,0,0,8.683,1240.683,1026.781,403.631,18.431,2846.185,s30_k11_mask_rawkv
2285,1,1,1,8.935,1161.816,1026.541,398.757,18.474,2761.889,s30_k11_mask_rawkv
2286,1,1,1,9.218,1148.763,1026.111,396.307,18.203,2745.803,s30_k11_mask_rawkv
2287,1,1,1,9.533,1139.336,1026.720,414.757,17.600,2756.006,s30_k11_mask_rawkv
2288,1,1,1,9.145,1162.252,1014.412,396.419,18.991,2749.243,s30_k11_mask_rawkv
2289,0,0,1,9.064,1149.330,1026.351,396.517,18.148,2745.083,s30_k11_mask_rawkv
2290,1,1,1,8.935,1149.390,1027.877,398.916,18.394,2748.874,s30_k11_mask_rawkv
2291,1,0,0,8.880,1205.206,1029.071,401.230,18.942,2811.674,s30_k11_mask_rawkv
2292,0,1,0,8.874,1155.692,1028.234,398.012,18.449,2755.852,s30_k11_mask_rawkv
2293,1,1,1,9.206,1146.904,1024.437,394.590,18.376,2740.824,s30_k11_mask_rawkv
2294,1,1,1,9.520,1148.209,1024.430,450.948,18.862,2803.157,s30_k11_mask_rawkv
2295,1,1,1,9.003,1160.104,1025.686,396.271,18.553,2757.053,s30_k11_mask_rawkv
2296,1,1,1,9.305,1149.102,1022.412,398.775,17.741,2745.452,s30_k11_mask_rawkv
2297,1,1,1,9.120,1146.173,1009.132,395.557,17.889,2723.329,s30_k11_mask_rawkv
2298,1,1,1,9.003,1148.467,1028.492,417.754,18.474,2770.978,s30_k11_mask_rawkv
2299,1,1,1,9.144,1163.975,1028.782,400.320,18.142,2769.064,s30_k11_mask_rawkv
2300,1,1,1,8.991,1152.893,1027.151,397.052,18.228,2751.563,s30_k11_mask_rawkv
2301,0,0,1,9.028,1150.499,1025.218,393.501,17.723,2740.904,s30_k11_mask_rawkv
2302,1,1,1,8.868,1219.034,1028.530,399.840,18.247,2821.877,s30_k11_mask_rawkv
2303,1,1,1,8.997,1153.858,1024.530,398.720,18.381,2751.520,s30_k11_mask_rawkv
2304,0,0,1,8.954,1143.668,1036.412,394.739,18.536,2748.825,s30_k11_mask_rawkv
2305,1,1,1,8.782,1144.185,1037.385,416.812,18.935,2772.892,s30_k11_mask_rawkv
2306,1,1,1,9.040,1160.991,1023.077,396.240,18.043,2755.846,s30_k11_mask_rawkv
2307,1,1,1,8.707,1151.280,1009.360,400.019,18.530,2733.465,s30_k11_mask_rawkv
2308,1,1,1,9.624,1145.028,1025.753,398.652,18.443,2743.594,s30_k11_mask_rawkv
2309,1,1,1,9.064,1207.809,1008.376,402.080,18.892,2794.831,s30_k11_mask_rawkv
2310,1,1,1,9.353,1162.579,1024.923,397.508,18.191,2762.024,s30_k11_mask_rawkv
2311,1,1,1,9.274,1153.612,1025.822,397.132,18.424,2752.923,s30_k11_mask_rawkv
2312,1,1,1,8.517,1145.261,1025.753,447.360,19.157,2793.563,s30_k11_mask_rawkv
2313,1,0,0,9.372,1166.289,1029.945,399.902,18.578,2769.250,s30_k11_mask_rawkv
2314,1,1,1,9.053,1151.834,1010.468,396.585,17.643,2733.945,s30_k11_mask_rawkv
2315,1,1,1,8.831,1143.218,1024.683,396.283,18.363,2739.249,s30_k11_mask_rawkv
2316,1,1,1,9.305,1144.720,1024.948,414.505,18.683,2761.576,s30_k11_mask_rawkv
2317,1,1,1,8.886,1156.345,1024.394,396.517,18.683,2752.265,s30_k11_mask_rawkv
2318,1,1,1,8.739,1154.424,1026.929,396.732,18.013,2749.699,s30_k11_mask_rawkv
2319,1,1,1,9.465,1143.120,1029.594,395.102,18.499,2743.126,s30_k11_mask_rawkv
2320,1,1,1,9.150,1236.178,1012.591,398.665,18.228,2822.190,s30_k11_mask_rawkv
2321,1,1,1,8.979,1158.222,1023.846,398.763,17.982,2753.809,s30_k11_mask_rawkv
2322,1,1,1,8.837,1143.028,1023.981,396.585,18.702,2737.766,s30_k11_mask_rawkv
2323,1,1,1,8.905,1143.754,1024.892,411.594,18.831,2754.554,s30_k11_mask_rawkv
2324,1,1,1,9.705,1152.634,1037.723,398.283,17.938,2764.665,s30_k11_mask_rawkv
2325,1,1,1,8.924,1146.769,1006.560,396.234,18.615,2722.566,s30_k11_mask_rawkv
2326,1,1,1,9.231,1144.135,1024.105,395.003,18.326,2737.907,s30_k11_mask_rawkv
2327,1,1,1,9.003,1206.129,1012.794,400.923,18.898,2795.237,s30_k11_mask_rawkv
2328,1,1,1,9.255,1156.314,1024.726,400.228,17.883,2756.499,s30_k11_mask_rawkv
2329,1,1,1,9.163,1148.714,1013.416,398.664,18.203,2735.889,s30_k11_mask_rawkv
2330,1,1,1,9.379,1150.025,1009.656,395.058,67.508,2781.181,s30_k11_mask_rawkv
2331,1,1,1,10.449,1167.108,1011.347,401.914,18.597,2760.418,s30_k11_mask_rawkv
2332,1,1,1,8.806,1150.302,1023.391,398.480,18.351,2743.864,s30_k11_mask_rawkv
2333,1,1,1,9.175,1144.210,1024.966,398.708,18.351,2742.689,s30_k11_mask_rawkv
2334,1,1,1,9.027,1147.047,1024.936,412.073,18.664,2759.883,s30_k11_mask_rawkv
2335,1,1,1,9.156,1157.237,1023.976,400.394,18.640,2759.287,s30_k11_mask_rawkv
2336,0,0,1,9.520,1145.643,1022.745,396.652,17.963,2739.317,s30_k11_mask_rawkv
2337,1,1,1,9.311,1148.843,1022.412,396.172,17.169,2740.837,s30_k11_mask_rawkv
2338,1,1,1,9.391,1217.034,1026.689,402.252,18.572,2820.554,s30_k11_mask_rawkv
2339,1,1,1,8.972,1161.465,1022.566,398.862,17.994,2756.862,s30_k11_mask_rawkv
2340,1,0,0,9.193,1145.914,1027.323,395.815,18.474,2743.385,s30_k11_mask_rawkv
2341,1,0,0,9.157,1149.656,1080.941,418.240,19.157,2826.793,s30_k11_mask_rawkv
2342,1,1,1,9.310,1161.661,1008.333,400.222,18.437,2744.997,s30_k11_mask_rawkv
2343,1,1,1,9.040,1154.541,1021.114,394.037,18.413,2745.323,s30_k11_mask_rawkv
2344,1,1,1,9.379,1151.163,1007.741,398.154,18.283,2730.990,s30_k11_mask_rawkv
2345,1,1,1,8.893,1204.997,1030.136,405.754,18.455,2815.944,s30_k11_mask_rawkv
2346,1,1,1,9.422,1161.453,1012.253,400.781,18.277,2750.659,s30_k11_mask_rawkv
2347,1,1,1,9.139,1149.607,1008.375,396.301,18.030,2727.083,s30_k11_mask_rawkv
2348,1,0,0,9.114,1150.037,1025.416,395.624,18.843,2792.646,s30_k11_mask_rawkv
2349,1,1,1,10.246,1164.073,1015.145,401.009,18.898,2761.016,s30_k11_mask_rawkv
2350,0,0,1,9.286,1151.735,1027.507,395.317,17.988,2748.443,s30_k11_mask_rawkv
2351,1,1,1,9.200,1143.379,1026.468,394.751,18.147,2738.892,s30_k11_mask_rawkv
2352,1,1,1,8.966,1144.825,1030.252,415.686,18.209,2768.480,s30_k11_mask_rawkv
2353,1,1,1,9.508,1160.160,1024.290,398.560,17.877,2759.902,s30_k11_mask_rawkv
2354,1,1,1,8.936,1149.877,1026.622,398.603,17.828,2745.827,s30_k11_mask_rawkv
2355,1,1,1,8.806,1146.548,1025.292,395.631,17.544,2740.886,s30_k11_mask_rawkv
2356,1,1,1,9.206,1210.388,1024.652,398.898,19.139,2811.108,s30_k11_mask_rawkv
2357,1,1,1,9.304,1160.086,1024.818,397.163,18.209,2756.924,s30_k11_mask_rawkv
2358,1,1,1,9.145,1144.812,1022.375,396.787,18.050,2737.471,s30_k11_mask_rawkv
2359,1,1,1,8.732,1148.450,1067.058,409.366,18.191,2801.323,s30_k11_mask_rawkv
2360,0,0,1,8.893,1162.824,1039.791,394.689,18.252,2772.498,s30_k11_mask_rawkv
2361,1,0,0,9.231,1146.523,1024.320,396.818,17.495,2741.120,s30_k11_mask_rawkv
2362,1,1,1,9.034,1143.212,1023.028,396.264,17.674,2735.803,s30_k11_mask_rawkv
2363,1,0,0,9.379,1224.548,1027.021,407.126,18.388,2831.354,s30_k11_mask_rawkv
2364,0,0,1,8.867,1170.431,1030.117,397.034,18.080,2773.754,s30_k11_mask_rawkv
2365,1,1,1,9.163,1148.560,1028.142,397.311,18.363,2747.951,s30_k11_mask_rawkv
2366,1,0,0,8.843,1141.249,1024.203,398.252,19.889,2790.462,s30_k11_mask_rawkv
2367,1,1,1,9.791,1163.588,1013.816,398.044,19.083,2754.536,s30_k11_mask_rawkv
2368,1,1,1,9.317,1155.988,1008.991,395.858,18.148,2735.513,s30_k11_mask_rawkv
2369,1,1,1,9.218,1144.031,1025.945,398.664,17.982,2742.935,s30_k11_mask_rawkv
2370,1,1,1,9.077,1147.077,1025.544,414.616,18.252,2761.938,s30_k11_mask_rawkv
2371,1,1,1,9.311,1155.790,1027.071,397.612,18.111,2758.696,s30_k11_mask_rawkv
2372,1,1,1,9.114,1149.446,1026.221,394.068,17.908,2743.600,s30_k11_mask_rawkv
2373,0,0,1,9.076,1143.052,1027.526,395.452,18.714,2738.769,s30_k11_mask_rawkv
2374,1,1,1,9.133,1213.317,1007.976,399.447,17.785,2797.655,s30_k11_mask_rawkv
2375,1,1,1,9.095,1156.184,1012.210,402.794,18.424,2746.560,s30_k11_mask_rawkv
2376,1,1,1,8.825,1148.209,1011.513,397.231,18.240,2730.357,s30_k11_mask_rawkv
2377,1,1,1,9.003,1143.705,1090.819,416.616,18.929,2827.490,s30_k11_mask_rawkv
2378,1,1,1,8.997,1164.044,1030.473,393.360,18.486,2761.655,s30_k11_mask_rawkv
2379,1,1,1,9.028,1153.927,1024.905,396.179,18.221,2750.929,s30_k11_mask_rawkv
2380,1,1,1,8.807,1148.000,1024.344,399.680,18.276,2745.262,s30_k11_mask_rawkv
2381,0,1,0,9.563,1198.683,1040.948,406.541,18.209,2820.634,s30_k11_mask_rawkv
2382,1,1,1,9.015,1159.133,1025.698,398.677,18.166,2759.366,s30_k11_mask_rawkv
2383,1,1,1,9.065,1152.302,1027.323,396.524,18.610,2749.730,s30_k11_mask_rawkv
2384,1,1,1,8.714,1144.542,1024.357,397.649,20.301,2810.277,s30_k11_mask_rawkv
2385,1,1,1,10.013,1165.396,1026.498,397.612,18.886,2770.837,s30_k11_mask_rawkv
2386,1,1,1,9.360,1159.299,1039.434,396.695,18.234,2770.646,s30_k11_mask_rawkv
2387,1,1,1,9.520,1144.400,1010.123,396.295,18.327,2724.905,s30_k11_mask_rawkv
2388,1,1,1,8.880,1143.225,1029.354,414.086,18.062,2763.304,s30_k11_mask_rawkv
2389,1,1,1,9.096,1168.141,1026.726,399.151,18.634,2770.751,s30_k11_mask_rawkv
2390,1,1,1,9.132,1153.453,1022.892,396.419,18.000,2746.080,s30_k11_mask_rawkv
2391,1,1,1,8.923,1144.745,1036.622,396.154,18.702,2751.600,s30_k11_mask_rawkv
2392,1,1,1,8.782,1354.025,1016.412,404.111,19.255,2954.609,s30_k11_mask_rawkv
2393,1,1,1,9.194,1173.778,1024.068,400.129,17.852,2774.172,s30_k11_mask_rawkv
2394,1,1,1,9.317,1151.373,1023.674,397.144,17.932,2745.815,s30_k11_mask_rawkv
2395,1,0,0,8.941,1150.727,1026.689,413.138,18.966,2769.101,s30_k11_mask_rawkv
2396,1,1,1,9.108,1167.643,1026.825,398.517,18.437,2768.277,s30_k11_mask_rawkv
2397,1,1,1,9.415,1152.658,1010.135,399.791,18.480,2738.350,s30_k11_mask_rawkv
2398,1,1,1,9.114,1146.566,1025.016,394.252,18.615,2740.610,s30_k11_mask_rawkv
2399,0,0,1,9.397,1202.326,1025.415,403.280,17.963,2805.796,s30_k11_mask_rawkv
2400,1,1,1,9.422,1158.493,1010.566,396.535,18.418,2739.501,s30_k11_mask_rawkv
2401,1,1,1,9.071,1146.258,1026.492,397.422,19.132,2745.545,s30_k11_mask_rawkv
2402,1,1,1,9.317,1145.889,1009.508,445.483,18.517,2777.502,s30_k11_mask_rawkv
2403,1,0,0,8.812,1157.600,1013.237,398.504,18.548,2745.348,s30_k11_mask_rawkv
2404,1,1,1,9.428,1149.360,1010.387,396.147,18.536,2730.633,s30_k11_mask_rawkv
2405,1,1,1,9.453,1144.351,1027.151,395.594,18.560,2742.609,s30_k11_mask_rawkv
2406,1,1,1,9.059,1150.277,1010.431,412.326,18.517,2749.175,s30_k11_mask_rawkv
2407,1,1,1,9.563,1167.964,1029.582,398.646,17.717,2771.243,s30_k11_mask_rawkv
2408,1,1,1,9.132,1150.757,1029.821,473.827,20.302,2844.634,s30_k11_mask_rawkv
2409,1,1,1,9.218,1227.833,1030.369,410.024,19.188,2851.157,s30_k11_mask_rawkv
2410,1,0,0,9.114,1268.849,1026.972,405.213,19.360,2879.378,s30_k11_mask_rawkv
2411,1,1,1,8.929,1166.012,1022.825,397.569,18.160,2762.449,s30_k11_mask_rawkv
2412,1,1,1,9.255,1147.680,1012.400,396.831,18.431,2730.141,s30_k11_mask_rawkv
2413,1,1,1,8.880,1139.323,1039.150,417.077,19.680,2773.975,s30_k11_mask_rawkv
2414,1,1,1,9.336,1171.083,1025.169,400.431,18.320,2771.926,s30_k11_mask_rawkv
2415,1,1,1,8.757,1147.256,1028.302,395.353,18.240,2747.403,s30_k11_mask_rawkv
2416,1,1,1,8.942,1149.255,1027.895,393.883,18.326,2747.422,s30_k11_mask_rawkv
2417,1,0,0,8.990,1205.126,1029.003,400.480,17.932,2810.824,s30_k11_mask_rawkv
2418,1,1,1,8.935,1157.926,1010.308,395.070,18.173,2736.819,s30_k11_mask_rawkv
2419,0,1,0,9.015,1145.015,1040.443,396.893,17.526,2755.360,s30_k11_mask_rawkv
2420,1,1,1,9.329,1141.120,1009.988,457.988,19.218,2784.228,s30_k11_mask_rawkv
2421,1,1,1,9.187,1156.209,1010.972,396.443,18.037,2739.373,s30_k11_mask_rawkv
2422,1,0,0,8.855,1153.175,1026.406,391.699,18.025,2744.271,s30_k11_mask_rawkv
2423,1,1,1,9.120,1145.575,1025.607,394.573,18.344,2739.230,s30_k11_mask_rawkv
2424,1,1,1,9.058,1142.560,1028.313,411.729,18.271,2757.816,s30_k11_mask_rawkv
2425,1,1,1,8.936,1155.255,1026.757,401.723,17.828,2759.415,s30_k11_mask_rawkv
2426,1,1,1,9.089,1148.923,1009.877,397.422,18.412,2729.840,s30_k11_mask_rawkv
2427,1,0,0,9.058,1152.259,1026.505,396.941,18.068,2750.080,s30_k11_mask_rawkv
2428,1,1,1,8.892,1253.366,1039.680,402.720,18.511,2870.732,s30_k11_mask_rawkv
2429,1,1,1,9.077,1152.769,1023.951,397.889,19.255,2750.769,s30_k11_mask_rawkv
2430,1,1,1,9.293,1154.191,1026.308,395.329,18.240,2750.098,s30_k11_mask_rawkv
2431,1,1,1,9.416,1147.821,1025.144,414.252,19.132,2765.625,s30_k11_mask_rawkv
2432,1,1,1,8.843,1164.948,1026.646,398.277,18.252,2766.363,s30_k11_mask_rawkv
2433,1,1,1,9.532,1144.351,1028.917,398.480,18.658,2747.723,s30_k11_mask_rawkv
2434,1,1,1,9.101,1147.520,1025.489,398.856,19.311,2748.573,s30_k11_mask_rawkv
2435,1,1,1,8.855,1213.477,1022.326,401.212,18.726,2813.624,s30_k11_mask_rawkv
2436,0,0,1,9.181,1163.723,1026.332,396.831,18.019,2761.563,s30_k11_mask_rawkv
2437,1,1,1,9.354,1149.538,1025.557,395.883,18.117,2745.446,s30_k11_mask_rawkv
2438,1,0,0,9.373,1145.859,1027.083,460.554,18.222,2807.465,s30_k11_mask_rawkv
2439,1,1,1,9.145,1165.735,1029.188,396.240,18.800,2767.674,s30_k11_mask_rawkv
2440,1,1,1,9.268,1155.551,1010.061,396.289,18.782,2738.720,s30_k11_mask_rawkv
2441,1,1,1,8.917,1149.200,1025.987,395.175,18.074,2744.259,s30_k11_mask_rawkv
2442,0,0,1,9.113,1186.068,1028.283,412.024,18.209,2803.815,s30_k11_mask_rawkv
2443,1,1,1,9.471,1154.000,1029.354,398.929,18.314,2757.003,s30_k11_mask_rawkv
2444,0,0,1,9.409,1145.083,1023.163,394.603,18.548,2738.751,s30_k11_mask_rawkv
2445,1,1,1,9.003,1144.702,1023.975,395.477,18.473,2737.502,s30_k11_mask_rawkv
2446,1,1,1,8.640,1230.178,1012.086,402.197,19.114,2820.658,s30_k11_mask_rawkv
2447,1,1,1,9.015,1160.246,1026.800,397.883,18.296,2760.099,s30_k11_mask_rawkv
2448,1,1,1,8.738,1144.382,1008.381,398.905,18.043,2725.754,s30_k11_mask_rawkv
2449,1,1,1,8.831,1147.403,1007.698,419.299,18.658,2753.218,s30_k11_mask_rawkv
2450,1,1,1,9.237,1168.990,1009.366,397.453,18.751,2754.024,s30_k11_mask_rawkv
2451,1,1,1,8.948,1156.511,1007.138,395.557,18.283,2734.609,s30_k11_mask_rawkv
2452,1,1,1,9.046,1146.843,1027.637,394.400,18.068,2741.157,s30_k11_mask_rawkv
2453,1,1,1,8.935,1211.477,1031.760,401.957,18.954,2823.323,s30_k11_mask_rawkv
2454,1,1,1,8.726,1158.960,1023.797,397.513,18.406,2756.130,s30_k11_mask_rawkv
2455,1,1,1,9.748,1147.447,1024.105,395.163,18.141,2742.148,s30_k11_mask_rawkv
2456,1,1,1,9.194,1138.019,1003.852,455.403,17.945,2775.594,s30_k11_mask_rawkv
2457,1,1,1,9.077,1159.040,1025.908,399.920,17.994,2759.538,s30_k11_mask_rawkv
2458,1,1,1,9.508,1146.813,1025.323,397.163,17.963,2742.769,s30_k11_mask_rawkv
2459,1,1,1,9.446,1141.631,1022.068,395.040,18.061,2733.889,s30_k11_mask_rawkv
2460,1,1,1,8.960,1144.437,1030.596,412.708,17.797,2762.849,s30_k11_mask_rawkv
2461,1,1,1,9.151,1155.853,1026.831,398.037,19.120,2756.757,s30_k11_mask_rawkv
2462,0,0,1,9.046,1151.606,1025.237,396.985,18.111,2747.932,s30_k11_mask_rawkv
2463,1,1,1,8.886,1150.117,1022.984,395.021,18.087,2741.095,s30_k11_mask_rawkv
2464,1,1,1,9.292,1215.698,1024.037,403.335,18.086,2817.840,s30_k11_mask_rawkv
2465,1,1,1,8.978,1152.326,1027.883,397.230,17.902,2750.117,s30_k11_mask_rawkv
2466,0,0,1,9.107,1142.591,1025.360,393.950,17.717,2736.381,s30_k11_mask_rawkv
2467,0,0,1,8.813,1139.945,1029.096,410.850,19.071,2756.873,s30_k11_mask_rawkv
2468,0,0,1,9.557,1157.446,1027.944,398.221,17.982,2758.670,s30_k11_mask_rawkv
2469,1,1,1,8.966,1145.803,1039.662,397.034,18.560,2758.886,s30_k11_mask_rawkv
2470,1,1,1,9.126,1146.935,1011.102,396.166,18.111,2726.499,s30_k11_mask_rawkv
2471,0,0,1,8.960,1219.385,1043.422,405.815,18.111,2842.733,s30_k11_mask_rawkv
2472,1,1,1,9.311,1162.886,1025.255,397.939,18.068,2761.508,s30_k11_mask_rawkv
2473,1,1,1,9.286,1149.465,1026.141,397.791,18.222,2748.467,s30_k11_mask_rawkv
2474,0,1,0,8.695,1149.095,1023.821,465.612,18.172,2812.092,s30_k11_mask_rawkv
2475,1,1,1,9.907,1159.495,1029.858,398.689,18.720,2765.059,s30_k11_mask_rawkv
2476,1,1,1,9.077,1151.249,1012.499,396.493,18.290,2735.544,s30_k11_mask_rawkv
2477,0,0,1,8.806,1143.126,1024.646,396.573,18.542,2737.705,s30_k11_mask_rawkv
2478,0,0,1,9.206,1136.708,1034.634,445.680,18.726,2799.188,s30_k11_mask_rawkv
2479,0,0,1,9.255,1200.136,1031.545,402.382,18.301,2812.979,s30_k11_mask_rawkv
2480,1,1,1,9.532,1159.280,1008.910,395.950,18.831,2740.375,s30_k11_mask_rawkv
2481,1,1,1,9.231,1148.462,1025.163,395.071,18.074,2744.726,s30_k11_mask_rawkv
2482,1,1,1,8.917,1248.511,1025.034,404.215,19.151,2856.025,s30_k11_mask_rawkv
2483,1,1,1,9.053,1158.929,1023.643,395.169,18.197,2752.763,s30_k11_mask_rawkv
2484,1,1,1,9.280,1152.006,1008.400,394.136,17.822,2728.776,s30_k11_mask_rawkv
2485,1,1,1,9.138,1147.114,1023.415,416.160,19.133,2764.788,s30_k11_mask_rawkv
2486,1,1,1,9.452,1170.843,1026.603,396.849,18.793,2771.550,s30_k11_mask_rawkv
2487,1,1,1,9.133,1153.846,1022.855,395.643,18.111,2746.431,s30_k11_mask_rawkv
2488,1,1,1,9.502,1142.542,1007.187,393.650,18.203,2717.249,s30_k11_mask_rawkv
2489,0,0,1,9.040,1206.732,1029.047,402.972,19.102,2815.120,s30_k11_mask_rawkv
2490,1,1,1,8.867,1158.929,1024.055,398.425,17.779,2755.034,s30_k11_mask_rawkv
2491,1,1,1,9.243,1148.665,1025.292,401.994,18.185,2752.468,s30_k11_mask_rawkv
2492,1,1,1,8.868,1147.231,1023.114,480.185,18.530,2828.258,s30_k11_mask_rawkv
2493,1,1,1,8.954,1168.406,1009.649,398.295,19.133,2752.265,s30_k11_mask_rawkv
2494,1,1,1,9.304,1154.628,1008.086,395.668,18.025,2732.560,s30_k11_mask_rawkv
2495,1,1,1,9.101,1146.548,1023.821,395.157,17.693,2738.554,s30_k11_mask_rawkv
2496,1,1,1,9.009,1191.046,1028.923,413.145,18.911,2808.708,s30_k11_mask_rawkv
2497,1,1,1,9.588,1167.699,1027.871,399.083,18.387,2772.240,s30_k11_mask_rawkv
2498,1,1,1,8.904,1148.677,1006.542,398.701,18.141,2728.333,s30_k11_mask_rawkv
2499,0,0,1,9.453,1150.173,1039.699,398.573,18.585,2765.458,s30_k11_mask_rawkv
2500,1,1,1,15.231,1599.988,1016.646,427.274,21.022,3264.443,s30_k11_mask_rawkv
2501,1,1,1,9.742,1212.664,1031.200,405.932,18.818,2829.157,s30_k11_mask_rawkv
2502,1,1,1,9.459,1170.591,1010.148,398.683,19.077,2758.308,s30_k11_mask_rawkv
2503,1,1,1,9.274,1240.997,1028.757,408.135,18.806,2854.043,s30_k11_mask_rawkv
2504,1,1,1,9.255,1164.923,1039.569,404.560,19.170,2789.280,s30_k11_mask_rawkv
2505,1,1,1,9.089,1154.443,1036.468,398.092,18.222,2764.916,s30_k11_mask_rawkv
2506,0,0,1,9.077,1147.237,1023.225,536.634,19.877,2888.086,s30_k11_mask_rawkv
2507,1,1,1,9.594,1191.083,1030.499,403.742,19.089,2805.483,s30_k11_mask_rawkv
2508,1,1,1,9.624,1161.538,1025.317,397.496,18.030,2759.446,s30_k11_mask_rawkv
2509,1,1,1,9.200,1151.594,1009.366,399.219,18.492,2734.947,s30_k11_mask_rawkv
2510,1,1,1,9.280,1144.160,1028.450,413.747,18.874,2764.462,s30_k11_mask_rawkv
2511,0,1,0,9.422,1161.981,1028.646,398.166,19.015,2765.280,s30_k11_mask_rawkv
2512,0,1,0,8.905,1152.744,1009.391,397.200,17.730,2732.862,s30_k11_mask_rawkv
2513,0,0,1,8.935,1145.563,1024.277,398.738,18.000,2740.732,s30_k11_mask_rawkv
2514,1,1,1,8.868,1242.683,1026.517,401.920,18.917,2847.421,s30_k11_mask_rawkv
2515,1,1,1,8.887,1159.767,1026.936,395.083,18.301,2756.818,s30_k11_mask_rawkv
2516,1,1,1,9.231,1142.689,1025.686,394.923,18.450,2736.178,s30_k11_mask_rawkv
2517,0,0,1,8.966,1143.151,1024.147,423.415,18.172,2767.323,s30_k11_mask_rawkv
2518,0,1,0,9.175,1171.274,1010.683,400.517,18.511,2757.003,s30_k11_mask_rawkv
2519,1,1,1,9.181,1153.896,1010.283,395.471,17.877,2733.852,s30_k11_mask_rawkv
2520,1,1,1,9.237,1143.932,1038.400,395.630,18.043,2750.591,s30_k11_mask_rawkv
2521,0,0,1,9.070,1209.046,1029.748,400.247,19.661,2816.148,s30_k11_mask_rawkv
2522,1,1,1,9.317,1162.566,1027.397,400.708,18.689,2766.750,s30_k11_mask_rawkv
2523,1,0,0,9.323,1149.040,1025.643,397.237,18.904,2746.794,s30_k11_mask_rawkv
2524,1,1,1,9.317,1147.446,1027.409,461.157,19.163,2813.526,s30_k11_mask_rawkv
2525,1,1,1,9.114,1158.880,1027.692,398.776,18.296,2759.022,s30_k11_mask_rawkv
2526,1,1,1,9.010,1149.649,1024.929,399.286,17.827,2747.132,s30_k11_mask_rawkv
2527,1,1,1,9.033,1146.240,1023.231,395.994,18.166,2739.865,s30_k11_mask_rawkv
2528,1,1,1,9.243,1140.197,1035.871,415.342,18.117,2765.729,s30_k11_mask_rawkv
2529,1,1,1,8.647,1161.348,1029.698,397.748,18.357,2763.791,s30_k11_mask_rawkv
2530,1,1,1,9.084,1151.052,1026.640,394.074,18.634,2746.221,s30_k11_mask_rawkv
2531,0,0,1,9.458,1141.440,1025.065,394.750,17.914,2736.184,s30_k11_mask_rawkv
2532,1,1,1,9.083,1223.077,1028.905,397.243,18.209,2824.690,s30_k11_mask_rawkv
2533,1,1,1,9.163,1155.126,1012.129,398.185,18.394,2742.646,s30_k11_mask_rawkv
2534,1,1,1,9.292,1148.622,1025.477,396.585,18.627,2744.775,s30_k11_mask_rawkv
2535,1,1,1,9.280,1142.308,1022.862,452.185,19.021,2798.345,s30_k11_mask_rawkv
2536,1,1,1,9.600,1189.459,1035.311,402.160,18.283,2807.176,s30_k11_mask_rawkv
2537,1,1,1,8.887,1166.222,1009.077,398.991,18.234,2751.464,s30_k11_mask_rawkv
2538,1,1,1,9.668,1152.055,1026.757,397.625,18.258,2751.889,s30_k11_mask_rawkv
2539,0,0,1,8.794,1217.551,1026.812,400.252,18.203,2820.431,s30_k11_mask_rawkv
2540,1,1,1,9.465,1164.006,1012.098,396.738,18.517,2749.225,s30_k11_mask_rawkv
2541,0,0,1,9.427,1153.347,1025.656,397.693,18.381,2751.385,s30_k11_mask_rawkv
2542,1,1,1,9.366,1150.117,1024.246,463.816,18.677,2814.923,s30_k11_mask_rawkv
